FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
02/03/2025;ES26;1=;221;219;206;253;217;294;219;197;225;228;195;148;
02/03/2025;ES26;2-;385;336;338;282;254;249;210;212;219;242;312;409;
02/03/2025;ES26;2=;412;402;380;415;384;475;382;326;382;384;357;256;
02/03/2025;ES27;1-;2791;2505;1888;1493;1347;1381;1253;1111;1061;1534;2007;2578;
02/03/2025;ES27;1=;2797;2843;2977;2815;2735;2587;2514;2378;2233;1905;1971;2105;
02/03/2025;ES27;2-;780;692;629;590;529;534;459;488;493;548;732;815;
02/03/2025;ES27;2=;861;862;813;791;956;799;774;810;735;614;511;354;
02/03/2025;ES28;1-;160;121;83;84;94;108;123;141;219;347;491;580;
02/03/2025;ES28;1=;641;608;435;447;521;501;491;428;383;308;232;177;
02/03/2025;ES28;2-;217;157;159;146;166;241;254;271;336;412;554;664;
02/03/2025;ES28;2=;709;670;505;538;608;611;666;572;476;382;332;217;
02/03/2025;ES29;1-;1191;828;730;627;633;682;1029;879;856;1369;1554;1848;
02/03/2025;ES29;1=;1925;1943;1933;1842;1635;1499;1565;1545;1521;1192;1308;1233;
02/03/2025;ES29;2-;1123;758;571;483;482;497;895;767;687;815;860;1109;
02/03/2025;ES29;2=;1179;1136;1223;1094;1172;1361;1383;1411;1362;1100;1113;1117;
02/03/2025;ES30;1-;264;189;180;142;121;90;123;99;86;128;173;280;
02/03/2025;ES30;1=;328;357;362;299;252;330;330;277;296;262;230;182;
02/03/2025;ES30;2-;340;330;294;213;236;160;188;192;211;268;379;510;
02/03/2025;ES30;2=;657;657;630;477;464;550;498;502;518;400;361;258;
02/03/2025;ES31;1-;114;69;54;44;33;37;43;52;62;71;104;125;
02/03/2025;ES31;1=;158;176;204;125;150;133;174;174;158;153;102;79;
02/03/2025;ES31;2-;76;65;54;41;45;41;47;44;57;90;128;176;
02/03/2025;ES31;2=;209;252;224;130;111;144;169;175;180;124;81;68;
02/03/2025;ES32;1-;374;364;278;268;240;224;202;215;224;267;375;489;
02/03/2025;ES32;1=;512;576;493;442;387;464;455;465;466;380;280;260;
02/03/2025;ES32;2-;433;310;222;198;154;123;142;104;124;178;242;332;
02/03/2025;ES32;2=;365;389;396;383;402;376;359;340;326;320;274;224;
02/03/2025;ES33;1-;353;190;120;81;84;99;176;189;200;344;591;735;
02/03/2025;ES33;1=;803;1004;1020;616;615;867;922;842;818;698;466;337;
02/03/2025;ES33;2-;262;169;78;49;48;38;80;103;136;278;312;454;
02/03/2025;ES33;2=;512;581;630;381;431;516;538;533;490;449;336;224;
02/03/2025;ES34;1-;226;281;245;252;270;175;135;177;222;231;310;384;
02/03/2025;ES34;1=;377;381;313;313;296;300;278;291;243;228;194;132;
02/03/2025;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/03/2025;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/03/2025;ES36;1-;593;443;358;340;338;337;192;192;336;436;598;783;
02/03/2025;ES36;1=;969;995;743;889;982;990;940;869;659;523;491;255;
02/03/2025;ES36;2-;457;342;226;213;217;256;242;238;357;594;923;1019;
02/03/2025;ES36;2=;1187;1067;671;844;978;964;1011;834;651;531;392;232;
02/03/2025;ES37;1-;356;229;199;217;196;234;194;224;357;520;673;821;
02/03/2025;ES37;1=;933;922;741;847;979;789;788;752;604;473;385;227;
02/03/2025;ES37;2-;345;252;230;182;189;230;259;283;490;729;950;1113;
02/03/2025;ES37;2=;1401;1202;798;747;995;1099;1102;1047;808;482;350;155;
02/03/2025;ES38;1-;118;73;40;29;27;27;34;64;74;122;213;240;
02/03/2025;ES38;1=;319;400;350;217;227;264;310;293;293;283;187;104;
02/03/2025;ES38;2-;91;50;26;20;18;20;40;65;63;136;202;270;
02/03/2025;ES38;2=;285;313;242;139;201;282;285;254;209;180;118;74;
02/03/2025;ES39;1-;618;585;379;218;153;156;181;281;365;353;524;899;
02/03/2025;ES39;1=;1194;1559;1959;1882;1024;1191;1669;1775;1675;1481;1254;908;
02/03/2025;ES39;2-;699;574;364;192;151;96;124;230;266;416;591;858;
02/03/2025;ES39;2=;1161;1402;1669;1527;974;1066;1392;1454;1313;1249;1022;716;
02/03/2025;ES40;1-;558;401;258;239;257;276;241;283;422;622;946;1186;
02/03/2025;ES40;1=;1403;1236;830;937;1143;1187;1176;1047;814;587;420;248;
02/03/2025;ES40;2-;652;494;356;278;312;307;288;328;478;650;964;1113;
02/03/2025;ES40;2=;1402;1254;883;963;1147;1132;1104;1122;999;759;661;346;
02/03/2025;ES41;1-;393;296;273;218;269;274;229;328;355;554;663;797;
02/03/2025;ES41;1=;817;866;606;610;694;735;705;670;572;546;412;286;
02/03/2025;ES41;2-;229;200;129;116;137;153;165;243;310;457;572;646;
02/03/2025;ES41;2=;762;792;576;625;750;766;788;720;592;489;362;196;
02/03/2025;ES42;1-;243;198;163;137;171;175;99;92;133;171;247;332;
02/03/2025;ES42;1=;381;321;247;276;336;363;298;320;219;182;149;109;
02/03/2025;ES42;2-;203;161;100;101;74;75;50;65;110;150;247;349;
02/03/2025;ES42;2=;378;376;257;238;348;331;324;266;224;183;135;72;
02/03/2025;ES43;1-;216;178;166;136;127;129;134;145;162;230;296;341;
02/03/2025;ES43;1=;414;400;356;271;291;370;417;400;346;331;280;165;
02/03/2025;ES43;2-;250;202;150;116;109;85;107;103;109;151;202;259;
02/03/2025;ES43;2=;331;388;346;312;325;362;337;361;323;319;230;203;
02/03/2025;ES44;1-;1122;848;692;509;471;410;301;349;479;652;1007;1129;
02/03/2025;ES44;1=;1340;1257;1088;1067;1141;1156;1086;949;770;641;559;467;
02/03/2025;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/03/2025;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/03/2025;ES45;1-;944;754;515;387;334;383;341;365;573;825;1050;1291;
02/03/2025;ES45;1=;1585;1393;1302;1167;1211;1144;1195;1137;859;840;712;471;
02/03/2025;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/03/2025;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/03/2025;ES46;1-;181;162;111;90;118;173;201;206;361;599;674;772;
02/03/2025;ES46;1=;782;692;547;437;725;653;688;576;607;413;231;144;
02/03/2025;ES46;2-;214;135;115;118;116;172;170;202;293;422;596;709;
02/03/2025;ES46;2=;814;725;540;519;626;662;743;643;579;433;321;165;
02/03/2025;ES47;1-;248;272;189;154;169;164;195;192;273;401;499;609;
02/03/2025;ES47;1=;641;650;547;556;616;598;640;597;537;456;352;216;
02/03/2025;ES47;2-;309;278;252;231;208;217;196;228;362;406;536;539;
02/03/2025;ES47;2=;638;597;448;514;505;519;506;504;433;414;292;202;
02/03/2025;ES48;1-;198;146;100;135;112;202;187;231;293;512;612;690;
02/03/2025;ES48;1=;851;652;460;526;595;646;738;638;524;360;245;145;
02/03/2025;ES48;2-;195;137;124;110;103;148;157;239;312;455;615;760;
02/03/2025;ES48;2=;733;646;457;475;573;570;618;522;443;342;213;129;
02/03/2025;ES49;1-;230;126;84;65;65;113;144;132;213;294;437;516;
02/03/2025;ES49;1=;566;536;400;383;472;493;523;461;421;319;294;115;
02/03/2025;ES49;2-;166;84;68;52;56;47;57;97;90;109;198;305;
02/03/2025;ES49;2=;348;379;355;252;238;321;313;334;303;246;190;123;
02/03/2025;ES50;1-;189;146;128;84;101;100;77;49;86;84;96;142;
02/03/2025;ES50;1=;207;279;260;189;177;231;216;247;232;205;168;150;
02/03/2025;ES50;2-;231;211;164;124;101;125;92;60;99;126;174;249;
02/03/2025;ES50;2=;327;387;341;252;223;269;265;328;263;254;176;146;
02/03/2025;ES51;1-;160;97;76;57;50;47;73;68;82;142;192;236;
02/03/2025;ES51;1=;301;338;431;242;198;236;291;285;269;256;170;103;
02/03/2025;ES51;2-;114;57;54;36;42;36;33;36;67;95;150;205;
02/03/2025;ES51;2=;256;268;307;163;177;224;230;187;180;145;96;82;
02/03/2025;ES52;1-;183;122;86;52;57;53;46;76;75;135;187;295;
02/03/2025;ES52;1=;431;513;472;313;340;393;443;409;390;330;251;161;
02/03/2025;ES52;2-;134;103;52;36;28;42;43;55;60;81;131;173;
02/03/2025;ES52;2=;218;286;253;137;168;203;211;205;189;163;123;223;
02/03/2025;ES53;1-;183;182;125;106;84;96;92;85;105;157;178;220;
02/03/2025;ES53;1=;238;281;277;305;282;300;238;278;234;233;199;142;
02/03/2025;ES53;2-;294;239;246;171;181;171;197;164;183;263;297;344;
02/03/2025;ES53;2=;386;421;435;420;379;432;394;414;430;334;294;215;
02/03/2025;ES54;1-;134;95;70;64;56;67;59;61;77;118;151;206;
02/03/2025;ES54;1=;241;247;206;190;187;217;225;212;182;155;131;98;
02/03/2025;ES54;2-;166;114;104;80;62;66;103;82;83;128;158;186;
02/03/2025;ES54;2=;249;251;260;219;220;243;260;240;241;202;185;161;
02/03/2025;ES55;1-;107;77;37;39;20;23;51;51;74;79;124;163;
02/03/2025;ES55;1=;213;211;238;187;160;180;170;203;188;161;114;97;
02/03/2025;ES55;2-;93;50;31;30;26;22;38;33;55;65;99;130;
02/03/2025;ES55;2=;153;182;187;136;140;113;147;129;140;134;90;60;
02/03/2025;ES56;1-;66;50;36;34;31;42;58;68;98;128;163;172;
02/03/2025;ES56;1=;210;180;127;139;138;151;170;124;101;103;72;48;
02/03/2025;ES56;2-;39;32;23;26;25;32;32;31;41;90;91;80;
02/03/2025;ES56;2=;116;113;80;87;74;102;98;91;81;73;60;49;
02/03/2025;ES57;1-;158;59;34;42;42;75;70;93;169;267;374;436;
02/03/2025;ES57;1=;489;447;307;338;404;423;394;407;365;283;167;83;
02/03/2025;ES57;2-;80;53;33;28;34;58;56;77;140;281;407;493;
02/03/2025;ES57;2=;527;454;296;320;491;490;434;364;264;165;108;47;
02/03/2025;ES58;1-;58;48;25;37;45;34;62;90;117;191;237;248;
02/03/2025;ES58;1=;267;255;170;181;228;249;265;191;145;110;76;42;
02/03/2025;ES58;2-;27;30;20;11;33;40;37;49;80;108;182;193;
02/03/2025;ES58;2=;246;201;122;115;148;173;166;166;133;84;62;32;
02/03/2025;ES59;1-;78;40;38;29;33;43;57;56;93;119;157;181;
02/03/2025;ES59;1=;248;214;159;156;165;180;203;184;170;134;107;60;
02/03/2025;ES59;2-;42;22;26;24;23;29;57;54;90;138;137;175;
02/03/2025;ES59;2=;173;126;101;106;117;132;131;112;144;87;52;40;
02/03/2025;ES60;1-;99;59;64;44;56;58;78;109;224;318;372;405;
02/03/2025;ES60;1=;401;298;198;222;293;278;255;187;175;106;67;37;
02/03/2025;ES60;2-;83;57;48;40;31;34;53;49;98;196;230;365;
02/03/2025;ES60;2=;420;339;261;229;283;314;316;271;232;137;93;57;
03/03/2025;ES01;1-;149;82;106;78;168;699;1714;2022;1679;1498;1403;1570;
03/03/2025;ES01;1=;1708;1851;1329;1416;1390;1833;1801;1508;862;646;470;304;
03/03/2025;ES01;2-;218;159;133;124;193;350;660;1168;1223;1094;1024;1238;
03/03/2025;ES01;2=;1095;1158;1201;1314;1331;1291;1045;783;603;520;415;309;
03/03/2025;ES02;1-;205;156;140;87;72;88;122;295;495;617;484;518;
03/03/2025;ES02;1=;584;542;453;414;389;423;424;452;375;343;327;261;
03/03/2025;ES02;2-;468;360;284;212;192;254;568;1060;1291;1206;1116;1104;
03/03/2025;ES02;2=;1416;1174;1197;1151;1145;1168;1168;1127;1045;926;784;673;
03/03/2025;ES03;1-;193;133;100;111;89;140;523;2074;2174;1896;1683;1632;
03/03/2025;ES03;1=;1496;1393;1447;1393;1406;1467;1460;1430;1124;883;547;326;
03/03/2025;ES03;2-;151;91;66;52;24;47;105;275;686;746;919;1030;
03/03/2025;ES03;2=;1476;1389;1375;1362;1177;1245;1387;1263;1031;741;523;245;
03/03/2025;ES04;1-;182;107;83;68;51;74;308;1032;1062;1071;851;838;
03/03/2025;ES04;1=;436;456;655;891;845;895;963;946;825;397;357;136;
03/03/2025;ES04;2-;103;102;49;41;68;33;107;319;659;621;541;586;
03/03/2025;ES04;2=;656;643;836;811;689;783;918;891;702;467;262;141;
03/03/2025;ES05;1-;468;284;230;208;362;421;772;1137;1284;1572;1812;1798;
03/03/2025;ES05;1=;2372;2344;2743;2778;2390;2619;2862;2637;2332;1918;1481;1299;
03/03/2025;ES05;2-;352;259;151;123;155;342;1068;1231;1213;1360;1412;1236;
03/03/2025;ES05;2=;1276;1297;1349;1249;1357;1327;1346;1318;1168;1025;708;575;
03/03/2025;ES06;1-;33;20;14;23;78;238;734;943;701;633;688;686;
03/03/2025;ES06;1=;513;663;586;668;815;825;682;561;355;200;120;54;
03/03/2025;ES06;2-;34;32;19;18;45;160;470;984;707;558;564;625;
03/03/2025;ES06;2=;534;619;636;628;615;731;656;506;321;158;94;59;
03/03/2025;ES07;1-;581;269;188;95;78;240;924;1801;2033;1773;1705;1989;
03/03/2025;ES07;1=;2103;2524;2879;2721;2557;2847;2919;2540;2311;1810;1272;1012;
03/03/2025;ES07;2-;329;184;116;120;232;632;2414;2708;2335;2096;1857;1707;
03/03/2025;ES07;2=;1637;1817;2282;1953;1656;1858;1855;1723;1562;1220;767;479;
03/03/2025;ES08;1-;518;445;177;286;295;322;435;657;826;822;800;786;
03/03/2025;ES08;1=;808;843;790;784;820;836;787;737;777;714;654;558;
03/03/2025;ES08;2-;489;413;321;278;264;344;393;612;824;766;556;744;
03/03/2025;ES08;2=;712;852;764;823;771;775;804;819;724;678;657;541;
03/03/2025;ES09;1-;355;349;270;250;219;220;335;532;600;706;683;762;
03/03/2025;ES09;1=;668;733;702;697;670;716;606;555;584;534;499;437;
03/03/2025;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES10;2-;135;104;71;70;90;145;414;526;458;449;423;443;
03/03/2025;ES10;2=;241;428;531;477;474;516;531;511;512;393;312;180;
03/03/2025;ES11;1-;950;410;149;102;94;118;670;4434;6152;5581;4438;3765;
03/03/2025;ES11;1=;3333;3327;3544;4392;3948;3466;3830;3960;3344;2831;2052;1290;
03/03/2025;ES11;2-;1364;587;247;166;151;145;420;1554;3460;4168;3324;3140;
03/03/2025;ES11;2=;3507;3737;4363;5177;4749;4839;5056;5012;4780;4010;2937;1928;
03/03/2025;ES12;1-;337;255;0;252;0;1161;1740;1892;1853;1721;1673;1488;
03/03/2025;ES12;1=;1330;1061;1428;1163;1046;919;987;1287;1546;1152;823;518;
03/03/2025;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES13;1-;172;109;84;121;176;398;968;1250;1276;1308;1127;1325;
03/03/2025;ES13;1=;1280;1332;1137;1270;1329;1354;1318;1042;804;595;466;342;
03/03/2025;ES13;2-;246;154;148;115;176;434;1098;1504;1496;1421;1355;1587;
03/03/2025;ES13;2=;1607;1713;1470;1497;1502;1426;1410;1267;882;686;596;430;
03/03/2025;ES14;1-;26;15;16;14;24;70;158;405;435;327;302;363;
03/03/2025;ES14;1=;327;283;270;278;352;322;287;239;141;98;69;51;
03/03/2025;ES14;2-;16;10;6;5;13;25;81;157;217;235;244;305;
03/03/2025;ES14;2=;283;285;216;231;275;304;248;203;129;59;56;34;
03/03/2025;ES15;1-;51;40;33;33;62;253;870;1120;824;746;679;735;
03/03/2025;ES15;1=;745;897;723;788;809;843;813;584;370;268;142;86;
03/03/2025;ES15;2-;41;33;13;19;29;144;524;952;818;636;686;674;
03/03/2025;ES15;2=;755;860;682;660;696;722;713;515;368;182;108;63;
03/03/2025;ES16;1-;254;161;96;119;156;325;911;1234;1212;1201;1180;1372;
03/03/2025;ES16;1=;1386;1435;1361;1438;1578;1578;1426;1313;887;655;537;376;
03/03/2025;ES16;2-;166;110;89;109;155;458;1417;1589;1522;1380;1260;1299;
03/03/2025;ES16;2=;1410;1300;1222;1301;1269;1325;1169;1075;715;493;320;249;
03/03/2025;ES17;1-;312;214;172;173;394;1340;2786;3074;2883;2609;2405;2599;
03/03/2025;ES17;1=;2556;2401;2292;2317;2477;2574;2415;2090;1719;1080;747;431;
03/03/2025;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES18;1-;54;34;21;16;37;283;1230;975;918;702;716;716;
03/03/2025;ES18;1=;643;586;464;584;594;570;474;371;253;171;124;85;
03/03/2025;ES18;2-;71;44;26;17;40;78;224;416;554;571;539;654;
03/03/2025;ES18;2=;739;847;781;736;875;1076;974;800;617;421;252;180;
03/03/2025;ES19;1-;169;151;99;98;142;265;545;931;1006;844;821;896;
03/03/2025;ES19;1=;922;923;777;862;996;1054;901;810;539;424;348;261;
03/03/2025;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES20;1-;4145;2168;1034;772;644;749;1499;4384;7902;9036;7912;7890;
03/03/2025;ES20;1=;8688;8978;9552;9999;9436;9566;9999;9999;9999;9370;7194;5328;
03/03/2025;ES20;2-;3453;1829;864;632;594;1066;3128;9999;8841;9999;9999;9048;
03/03/2025;ES20;2=;9025;8858;9599;9999;9449;9213;9637;9971;9005;8079;6510;4412;
03/03/2025;ES21;1-;50;32;23;27;48;130;509;724;602;543;506;579;
03/03/2025;ES21;1=;633;729;601;599;655;696;734;659;416;250;168;95;
03/03/2025;ES21;2-;59;45;26;40;94;356;1071;1967;1846;1495;1352;1378;
03/03/2025;ES21;2=;1390;1495;1360;1493;1751;1741;1351;1049;596;355;192;120;
03/03/2025;ES22;1-;358;208;148;126;162;230;603;1259;1361;1233;1049;1088;
03/03/2025;ES22;1=;856;1029;1018;963;967;1015;1029;945;870;628;506;450;
03/03/2025;ES22;2-;418;279;181;140;172;173;393;576;702;738;855;912;
03/03/2025;ES22;2=;944;983;1052;1050;988;978;1128;1073;933;788;593;491;
03/03/2025;ES23;1-;590;417;290;255;250;374;1207;2495;2845;2436;2030;1860;
03/03/2025;ES23;1=;1676;1697;1781;1518;1615;1546;1645;1446;1435;1042;904;700;
03/03/2025;ES23;2-;1130;742;528;490;399;464;703;1062;1270;1474;1597;2006;
03/03/2025;ES23;2=;2436;2183;2462;2388;2255;2451;2351;2441;2092;1835;1399;1265;
03/03/2025;ES24;1-;212;168;93;84;62;59;119;214;359;496;541;666;
03/03/2025;ES24;1=;712;705;756;730;650;705;787;722;555;415;340;278;
03/03/2025;ES24;2-;178;135;87;80;82;112;178;606;733;616;608;636;
03/03/2025;ES24;2=;640;548;562;508;525;493;515;509;426;359;281;192;
03/03/2025;ES25;1-;114;95;87;96;64;66;102;131;180;183;180;162;
03/03/2025;ES25;1=;248;180;160;142;156;177;157;158;166;149;127;115;
03/03/2025;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES26;1-;139;129;78;67;65;59;54;134;175;281;314;294;
03/03/2025;ES26;1=;284;296;276;258;233;269;276;275;230;211;209;166;
03/03/2025;ES26;2-;210;164;112;99;98;105;132;273;348;503;488;458;
03/03/2025;ES26;2=;480;459;427;420;433;398;415;419;386;387;316;263;
03/03/2025;ES27;1-;338;299;228;255;311;433;1108;809;902;1003;1044;1092;
03/03/2025;ES27;1=;1108;45;1341;1322;1301;1321;1368;1274;1063;842;611;517;
03/03/2025;ES27;2-;293;219;216;228;312;397;620;757;887;852;954;1050;
03/03/2025;ES27;2=;1066;1243;1129;1103;1104;1157;982;871;739;658;477;416;
03/03/2025;ES28;1-;63;36;40;47;92;253;446;567;652;575;625;640;
03/03/2025;ES28;1=;798;944;721;727;911;1028;779;604;511;279;210;130;
03/03/2025;ES28;2-;98;73;79;69;188;570;1315;1249;1011;864;762;773;
03/03/2025;ES28;2=;647;795;668;752;763;827;843;636;513;398;306;169;
03/03/2025;ES29;1-;911;450;278;332;384;613;1249;1423;1985;1817;1695;1868;
03/03/2025;ES29;1=;1664;1884;2048;1895;1820;1885;1852;1760;1582;1400;1211;1139;
03/03/2025;ES29;2-;872;359;248;200;329;417;979;1353;1385;1521;1615;1526;
03/03/2025;ES29;2=;1492;1588;1697;1644;1550;1633;1729;1651;1489;1219;1086;948;
03/03/2025;ES30;1-;139;101;64;55;58;51;102;229;371;410;402;428;
03/03/2025;ES30;1=;548;483;454;430;411;440;508;467;427;351;217;185;
03/03/2025;ES30;2-;185;151;105;76;73;116;259;588;729;728;630;634;
03/03/2025;ES30;2=;736;654;616;574;657;685;719;688;610;507;326;259;
03/03/2025;ES31;1-;48;64;21;29;30;33;42;112;192;220;180;206;
03/03/2025;ES31;1=;178;179;220;172;199;215;242;211;135;130;74;31;
03/03/2025;ES31;2-;51;41;25;44;30;32;81;232;634;718;343;272;
03/03/2025;ES31;2=;248;218;273;277;252;327;304;278;217;151;85;68;
03/03/2025;ES32;1-;192;180;120;102;95;98;206;572;672;624;629;646;
03/03/2025;ES32;1=;728;639;522;493;565;588;573;608;528;417;317;241;
03/03/2025;ES32;2-;160;135;92;74;85;84;146;172;227;320;340;390;
03/03/2025;ES32;2=;428;443;419;385;387;397;365;332;336;277;246;222;
03/03/2025;ES33;1-;167;62;57;54;61;161;527;1538;1800;1508;1074;954;
03/03/2025;ES33;1=;1236;1101;1303;1138;1020;1190;1300;1360;1086;792;440;278;
03/03/2025;ES33;2-;115;51;23;33;35;64;183;563;932;781;597;560;
03/03/2025;ES33;2=;688;672;1025;970;851;959;1195;958;774;566;373;180;
03/03/2025;ES34;1-;150;113;126;110;87;113;129;323;498;518;454;510;
03/03/2025;ES34;1=;456;347;329;315;329;370;280;293;263;281;209;176;
03/03/2025;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES36;1-;126;106;99;86;174;493;1120;1490;1309;1098;1024;1302;
03/03/2025;ES36;1=;1287;1440;1326;1227;1303;1382;1407;1308;909;577;478;243;
03/03/2025;ES36;2-;164;103;80;83;192;493;1277;1680;1461;1387;1167;1262;
03/03/2025;ES36;2=;1271;1364;1358;1397;1444;1444;1406;1118;772;500;393;171;
03/03/2025;ES37;1-;117;69;56;89;111;288;901;1470;1272;1120;1162;1349;
03/03/2025;ES37;1=;1514;1719;1459;1335;1564;1710;1529;1325;904;539;415;222;
03/03/2025;ES37;2-;83;61;60;87;204;762;1641;2326;2080;1852;1561;1553;
03/03/2025;ES37;2=;1588;1749;1499;1615;1721;1862;1595;1275;854;503;370;147;
03/03/2025;ES38;1-;45;20;12;9;12;33;121;252;409;444;367;436;
03/03/2025;ES38;1=;234;451;553;513;474;688;732;647;460;367;181;110;
03/03/2025;ES38;2-;31;20;7;15;26;51;202;605;604;484;355;385;
03/03/2025;ES38;2=;185;329;376;388;332;402;437;456;291;207;114;83;
03/03/2025;ES39;1-;412;216;85;57;57;94;244;1414;3354;3130;2393;1928;
03/03/2025;ES39;1=;1582;1821;2001;2381;2262;1928;2135;2342;2098;1725;1196;625;
03/03/2025;ES39;2-;509;233;102;54;53;50;192;695;2268;2463;1848;1505;
03/03/2025;ES39;2=;1504;1707;1878;2367;2211;2274;2582;2546;2155;1784;1259;734;
03/03/2025;ES40;1-;144;102;87;98;193;522;1427;2051;1819;1458;1377;1541;
03/03/2025;ES40;1=;1555;1808;1729;1640;1704;1754;1708;1410;958;604;386;219;
03/03/2025;ES40;2-;178;140;101;105;216;645;1547;1709;1577;1431;1319;1474;
03/03/2025;ES40;2=;1537;1823;1539;1645;1822;2026;1971;1541;1085;756;491;304;
03/03/2025;ES41;1-;146;110;114;113;219;516;1047;1389;1115;946;840;1054;
03/03/2025;ES41;1=;1042;1069;953;953;950;1050;1053;935;662;489;319;231;
03/03/2025;ES41;2-;112;104;67;88;152;336;640;1096;1082;929;817;957;
03/03/2025;ES41;2=;958;1080;929;1044;1205;1328;1043;869;537;453;359;198;
03/03/2025;ES42;1-;75;57;54;45;59;182;362;457;446;428;374;417;
03/03/2025;ES42;1=;418;368;386;380;385;377;424;395;276;203;164;71;
03/03/2025;ES42;2-;41;30;23;30;49;147;358;646;563;512;441;451;
03/03/2025;ES42;2=;430;500;438;444;488;570;512;381;245;156;117;79;
03/03/2025;ES43;1-;105;71;65;54;65;118;355;557;595;541;490;470;
03/03/2025;ES43;1=;243;389;436;404;455;499;521;418;405;313;209;133;
03/03/2025;ES43;2-;152;82;58;47;38;53;111;234;317;344;396;398;
03/03/2025;ES43;2=;258;419;472;500;481;534;614;578;444;342;252;164;
03/03/2025;ES44;1-;209;155;148;139;274;623;997;1539;1661;1625;1589;1814;
03/03/2025;ES44;1=;1854;1910;1785;1890;1909;1965;1660;1438;947;710;540;339;
03/03/2025;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES45;1-;255;161;125;125;219;717;1646;1843;1675;1523;1483;1580;
03/03/2025;ES45;1=;1646;1592;1522;1629;1716;1582;1491;1347;1020;823;660;464;
03/03/2025;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
03/03/2025;ES46;1-;88;73;60;91;238;527;911;941;1052;836;856;902;
03/03/2025;ES46;1=;942;1072;888;759;955;985;978;914;551;433;229;126;
03/03/2025;ES46;2-;102;63;56;81;145;354;696;955;895;776;806;797;
03/03/2025;ES46;2=;667;814;768;850;885;924;859;724;560;461;245;157;
03/03/2025;ES47;1-;127;84;73;70;96;271;516;671;608;670;739;801;
03/03/2025;ES47;1=;632;673;646;693;710;824;731;662;584;397;286;189;
03/03/2025;ES47;2-;147;98;89;78;174;385;587;710;703;745;753;738;
03/03/2025;ES47;2=;563;686;610;663;794;752;669;592;489;300;256;172;
03/03/2025;ES48;1-;79;55;39;49;190;1238;2546;2616;2065;1216;1005;919;
03/03/2025;ES48;1=;720;963;902;896;915;978;853;710;579;403;205;131;
03/03/2025;ES48;2-;93;73;68;60;165;404;570;769;795;706;753;851;
03/03/2025;ES48;2=;878;1427;1474;1203;1580;1688;1161;897;633;385;247;105;
03/03/2025;ES49;1-;48;35;24;24;70;295;793;797;611;601;595;612;
03/03/2025;ES49;1=;660;687;626;592;657;587;557;510;428;301;221;137;
